matcher,P,R,Res,Cal,P_bin,R_bin,Res_bin,Cal_bin,"('P_bin', 'R_bin')","('P_bin', 'Res_bin')","('P_bin', 'Cal_bin')","('R_bin', 'Res_bin')","('R_bin', 'Cal_bin')","('Res_bin', 'Cal_bin')","('P_bin', 'R_bin', 'Res_bin')","('P_bin', 'R_bin', 'Cal_bin')","('P_bin', 'Res_bin', 'Cal_bin')","('R_bin', 'Res_bin', 'Cal_bin')","('P_bin', 'R_bin', 'Res_bin', 'Cal_bin')"
24_0030,0.3333333333333333,0.046153846153846156,1.0,0.5777777777777777,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24_0031,0.375,0.046153846153846156,1.0,0.525,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24_0032,0.2857142857142857,0.03076923076923077,1.0,0.6000000000000001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24_0033,0.3333333333333333,0.03076923076923077,1.0,0.5833333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24_0034,0.4,0.03076923076923077,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24_0035,0.5,0.03076923076923077,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0975609756097561,0.06153846153846154,0.2,0.7817073170731706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25_0000,0.1,0.06153846153846154,0.15789473684210525,0.78875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25_0001,0.1,0.06153846153846154,0.21518987341772153,0.77625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25_0002,0.10256410256410256,0.06153846153846154,0.23076923076923078,0.7705128205128207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25_0003,0.10526315789473684,0.06153846153846154,0.24675324675324675,0.7644736842105262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25_0004,0.10810810810810811,0.06153846153846154,0.2631578947368421,0.758108108108108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25_0005,0.1111111111111111,0.06153846153846154,0.28,0.7513888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25_0006,0.11428571428571428,0.06153846153846154,0.2972972972972973,0.7442857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25_0007,0.08823529411764706,0.046153846153846156,0.11864406779661017,0.7661764705882352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25_0008,0.09090909090909091,0.046153846153846156,0.13793103448275862,0.7590909090909089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25_0009,0.09375,0.046153846153846156,0.15789473684210525,0.7515624999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25_0010,0.0967741935483871,0.046153846153846156,0.17857142857142858,0.7435483870967742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25_0011,0.06666666666666667,0.03076923076923077,-0.12195121951219512,0.7683333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25_0012,0.034482758620689655,0.015384615384615385,-0.7692307692307693,0.7948275862068966,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25_0013,0.03571428571428571,0.015384615384615385,-0.76,0.7875000000000001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25_0014,0.037037037037037035,0.015384615384615385,-0.75,0.7833333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25_0015,0.038461538461538464,0.015384615384615385,-0.7391304347826086,0.775,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25_0016,0.04,0.015384615384615385,-0.7272727272727273,0.774,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25_0017,0.041666666666666664,0.015384615384615385,-0.7142857142857143,0.7645833333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25_0018,0.043478260869565216,0.015384615384615385,-0.7,0.7543478260869566,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25_0019,0.045454545454545456,0.015384615384615385,-0.6842105263157895,0.7431818181818183,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25_0020,0.047619047619047616,0.015384615384615385,-0.6666666666666666,0.7309523809523808,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25_0021,0.05,0.015384615384615385,-0.6470588235294118,0.7174999999999998,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25_0022,0.05263157894736842,0.015384615384615385,-0.625,0.7026315789473685,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25_0023,0.05555555555555555,0.015384615384615385,-0.6,0.6861111111111111,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25_0024,0.058823529411764705,0.015384615384615385,-0.7142857142857143,0.7029411764705882,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25_0025,0.0625,0.015384615384615385,-0.6923076923076923,0.684375,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25_0026,0.06666666666666667,0.015384615384615385,-0.6666666666666666,0.6633333333333332,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25_0027,0.07142857142857142,0.015384615384615385,-0.6363636363636364,0.6392857142857142,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25_0028,0.07692307692307693,0.015384615384615385,-0.6,0.6115384615384616,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25_0029,0.08333333333333333,0.015384615384615385,-0.7777777777777778,0.6208333333333332,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25_0030,0.09090909090909091,0.015384615384615385,-0.75,0.6136363636363635,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25_0031,0.1,0.015384615384615385,-0.7142857142857143,0.585,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25_0032,0.1111111111111111,0.015384615384615385,-0.6666666666666666,0.5611111111111111,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25_0033,0.125,0.015384615384615385,-0.6,0.53125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25_0034,0.14285714285714285,0.015384615384615385,-0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25_0035,0.16666666666666666,0.015384615384615385,-0.5,0.4833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25_0036,0.2,0.015384615384615385,-0.3333333333333333,0.4199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.9629629629629629,0.4,0.68,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
26_0000,0.9615384615384616,0.38461538461538464,0.6666666666666666,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
26_0001,1.0,0.4,0.0,-0.0346153846153846,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26_0002,1.0,0.38461538461538464,0.0,-0.02400000000000002,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26_0003,1.0,0.36923076923076925,0.0,-0.016666666666666607,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26_0004,1.0,0.35384615384615387,0.0,-0.013043478260869601,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26_0005,1.0,0.3384615384615385,0.0,-0.006818181818181723,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26_0006,1.0,0.3230769230769231,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26_0007,1.0,0.3076923076923077,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26_0008,1.0,0.2923076923076923,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26_0009,1.0,0.27692307692307694,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26_0010,1.0,0.26153846153846155,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26_0011,1.0,0.24615384615384617,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26_0012,1.0,0.23076923076923078,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26_0013,1.0,0.2153846153846154,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26_0014,1.0,0.2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26_0015,1.0,0.18461538461538463,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26_0016,1.0,0.16923076923076924,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26_0017,1.0,0.15384615384615385,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26_0018,1.0,0.13846153846153847,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26_0019,1.0,0.12307692307692308,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26_0020,1.0,0.1076923076923077,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26_0021,1.0,0.09230769230769231,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26_0022,1.0,0.07692307692307693,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.8620689655172413,0.38461538461538464,0.7818181818181819,0.051724137931034586,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
27_0000,0.8518518518518519,0.35384615384615387,0.9166666666666666,0.0888888888888888,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
27_0001,0.8888888888888888,0.36923076923076925,0.7142857142857143,0.05555555555555558,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
27_0002,0.9259259259259259,0.38461538461538464,-1.0,0.029629629629629672,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
27_0003,0.9230769230769231,0.36923076923076925,-1.0,0.03076923076923077,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
27_0004,0.92,0.35384615384615387,-1.0,0.03200000000000003,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
27_0005,0.9166666666666666,0.3384615384615385,-1.0,0.03333333333333344,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
27_0006,0.9130434782608695,0.3230769230769231,-1.0,0.034782608695652306,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
27_0007,0.9090909090909091,0.3076923076923077,-1.0,0.036363636363636376,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
27_0008,0.9047619047619048,0.2923076923076923,-1.0,0.03809523809523807,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
27_0009,0.95,0.2923076923076923,-1.0,-0.009999999999999898,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
27_0010,0.9473684210526315,0.27692307692307694,-1.0,-0.010526315789473606,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
27_0011,0.9444444444444444,0.26153846153846155,-1.0,-0.011111111111111072,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
27_0012,0.9411764705882353,0.24615384615384617,-1.0,-0.0117647058823529,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
27_0013,0.9375,0.23076923076923078,-1.0,-0.012499999999999956,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
27_0014,0.9333333333333333,0.2153846153846154,-1.0,-0.01333333333333342,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
27_0015,0.9285714285714286,0.2,-1.0,-0.014285714285714346,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
27_0016,0.9230769230769231,0.18461538461538463,-1.0,-0.015384615384615552,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
27_0017,0.9166666666666666,0.16923076923076924,-1.0,-0.01666666666666672,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
27_0018,0.9090909090909091,0.15384615384615385,-1.0,-0.0181818181818183,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
27_0019,0.9,0.13846153846153847,-1.0,-0.019999999999999907,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
27_0020,0.8888888888888888,0.12307692307692308,-1.0,-0.022222222222222143,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
27_0021,0.8888888888888888,0.12307692307692308,-1.0,-0.022222222222222143,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
27_0022,0.875,0.1076923076923077,-1.0,-0.025000000000000022,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
27_0023,0.8571428571428571,0.09230769230769231,-1.0,-0.02857142857142858,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
27_0024,0.8333333333333334,0.07692307692307693,-1.0,-0.03333333333333344,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
27_0025,0.8,0.06153846153846154,-1.0,-0.040000000000000036,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2_0000,0.6111111111111112,0.3384615384615385,0.875,0.23888888888888882,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2_0001,0.5833333333333334,0.3230769230769231,0.8776978417266187,0.2666666666666665,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2_0002,0.5714285714285714,0.3076923076923077,0.8716981132075472,0.27428571428571424,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2_0003,0.5588235294117647,0.2923076923076923,0.8650793650793651,0.2823529411764705,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2_0004,0.5454545454545454,0.27692307692307694,0.8577405857740585,0.290909090909091,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2_0005,0.53125,0.26153846153846155,0.8495575221238938,0.30000000000000004,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_0006,0.5483870967741935,0.26153846153846155,0.8373205741626795,0.3032258064516128,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_0007,0.5333333333333333,0.24615384615384617,0.8274111675126904,0.31333333333333313,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_0008,0.5172413793103449,0.23076923076923078,0.8162162162162162,0.3241379310344825,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_0009,0.5,0.2153846153846154,0.8034682080924855,0.3357142857142855,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_0010,0.48148148148148145,0.2,0.7888198757763976,0.34814814814814815,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_0011,0.46153846153846156,0.18461538461538463,0.7718120805369127,0.3615384615384615,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_0012,0.48,0.18461538461538463,0.8082191780821918,0.33599999999999997,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_0013,0.4583333333333333,0.16923076923076924,0.7910447761194029,0.3499999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_0014,0.43478260869565216,0.15384615384615385,0.7704918032786885,0.36521739130434766,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_0015,0.4090909090909091,0.13846153846153847,0.7454545454545455,0.38181818181818156,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_0016,0.42857142857142855,0.13846153846153847,0.794392523364486,0.3523809523809522,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_0017,0.4,0.12307692307692308,0.7684210526315789,0.37,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_0018,0.3684210526315789,0.1076923076923077,0.7349397590361446,0.38947368421052636,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_0019,0.3333333333333333,0.09230769230769231,0.6901408450704225,0.41111111111111115,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_0020,0.29411764705882354,0.07692307692307693,0.6271186440677966,0.4352941176470589,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_0021,0.25,0.06153846153846154,0.9574468085106383,0.48750000000000004,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_0022,0.26666666666666666,0.06153846153846154,0.9534883720930233,0.49333333333333323,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_0023,0.21428571428571427,0.046153846153846156,0.9375,0.5285714285714286,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_0024,0.15384615384615385,0.03076923076923077,1.0,0.5846153846153845,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_0025,0.08333333333333333,0.015384615384615385,1.0,0.6416666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_0026,0.09090909090909091,0.015384615384615385,1.0,0.6545454545454544,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_0027,0.1,0.015384615384615385,1.0,0.65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_0028,0.1111111111111111,0.015384615384615385,1.0,0.6444444444444444,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_0029,0.125,0.015384615384615385,1.0,0.6375,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_0030,0.14285714285714285,0.015384615384615385,1.0,0.6285714285714286,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_0031,0.16666666666666666,0.015384615384615385,1.0,0.6166666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_0032,0.2,0.015384615384615385,1.0,0.5999999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.5428571428571428,0.2923076923076923,0.6630824372759857,0.5214285714285712,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.38461538461538464,0.23076923076923078,0.5043478260869565,0.4366666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31_0000,0.3783783783783784,0.2153846153846154,0.59375,0.45351351351351354,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31_0001,0.40540540540540543,0.23076923076923078,0.44,0.4251351351351352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31_0002,0.40540540540540543,0.23076923076923078,0.44,0.4359459459459461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31_0003,0.40540540540540543,0.23076923076923078,0.44,0.4359459459459461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31_0004,0.4166666666666667,0.23076923076923078,0.3945945945945946,0.4286111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31_0005,0.42857142857142855,0.23076923076923078,0.3411764705882353,0.42371428571428577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31_0006,0.4117647058823529,0.2153846153846154,0.3128834355828221,0.4391176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31_0007,0.3939393939393939,0.2,0.28205128205128205,0.45545454545454556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31_0008,0.375,0.18461538461538463,0.17647058823529413,0.46968750000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31_0009,0.3870967741935484,0.18461538461538463,0.0967741935483871,0.47193548387096784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31_0010,0.4,0.18461538461538463,0.017857142857142856,0.4610000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31_0011,0.41379310344827586,0.18461538461538463,-0.08,0.4493103448275864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31_0012,0.42857142857142855,0.18461538461538463,-0.20454545454545456,0.4367857142857145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
